trun,c,ELp,value,scenario
2021,uae,GT,8.190602574117387,B
2021,uae,CC,3.96,B
2021,uae,CCcon,0.10545,B
2021,uae,Nuclear,5.6,B
2021,uae,PV,0.009472005180612374,B
2021,uae,CSP,0.05,B
2021,uae,Cogen,20.57,B
2021,qat,Steam,1.1291320664068696,B
2021,qat,GT,1.7685146637938072,B
2021,qat,CC,2.007,B
2021,qat,CCcon,0.13125,B
2021,qat,Cogen,7.796,B
2021,kuw,PV,0.009472005180612374,B
2021,kuw,Cogen,26.93354292154905,B
2021,bah,Steam,1.302,B
2021,bah,GT,1.629,B
2021,bah,CC,1.94,B
2021,bah,Cogen,0.28200000000000003,B
2021,omn,CC,8.347,B
2021,omn,Cogen,2.466,B
2022,ksa,Steam,33.7512,B
2022,ksa,GT,29.978439607179432,B
2022,ksa,CC,29.951,B
2022,ksa,CCcon,5.3790000000000004,B
2022,ksa,PV,0.01503223388108438,B
2022,ksa,Cogen,14.741999999999999,B
2022,uae,GT,8.190602574117387,B
2022,uae,CC,3.96,B
2022,uae,CCcon,0.10545,B
2022,uae,CoalSteam,1.8,B
2022,uae,Nuclear,5.6,B
2022,uae,PV,0.009386757133986862,B
2022,uae,CSP,0.05,B
2022,uae,Cogen,20.57,B
2022,qat,Steam,1.1291320664068696,B
2022,qat,GT,1.7685146637938072,B
2022,qat,CC,2.975481367891588,B
2022,qat,CCcon,0.13125,B
2022,qat,Cogen,7.796,B
2022,kuw,PV,0.009386757133986862,B
2022,kuw,Cogen,30.533542921549053,B
2022,bah,Steam,1.302,B
2022,bah,GT,1.629,B
2022,bah,CC,1.94,B
2022,bah,Cogen,0.28200000000000003,B
2022,omn,CC,8.847,B
2022,omn,Cogen,2.466,B
2023,ksa,Steam,33.7512,B
2023,ksa,GT,29.978439607179432,B
2023,ksa,CC,29.951,B
2023,ksa,CCcon,5.3790000000000004,B
2023,ksa,PV,0.01489887481744824,B
2023,ksa,Cogen,14.741999999999999,B
2023,uae,GT,8.190602574117387,B
2023,uae,CC,3.96,B
2023,uae,CCcon,0.10545,B
2023,uae,CoalSteam,1.8,B
2023,uae,Nuclear,5.6,B
2023,uae,PV,0.009302276319780981,B
2023,uae,CSP,0.05,B
2023,uae,Cogen,20.57,B
2023,qat,Steam,1.1291320664068696,B
2023,qat,GT,1.7685146637938072,B
2023,qat,CC,3.463557353122187,B
2023,qat,CCcon,0.13125,B
2023,qat,Cogen,7.796,B
2023,kuw,PV,0.009302276319780981,B
2023,kuw,Cogen,28.73354292154905,B
2023,bah,Steam,1.302,B
2023,bah,GT,1.629,B
2023,bah,CC,1.94,B
2023,bah,Cogen,0.28200000000000003,B
2023,omn,CC,9.547,B
2023,omn,Cogen,2.466,B
2024,ksa,Steam,33.7512,B
2024,ksa,GT,29.978439607179432,B
2024,ksa,CC,29.951,B
2024,ksa,CCcon,5.3790000000000004,B
2024,ksa,PV,0.014766706330178358,B
2024,ksa,Cogen,14.741999999999999,B
2024,uae,GT,8.190602574117387,B
2024,uae,CC,3.96,B
2024,uae,CCcon,0.10545,B
2024,uae,CoalSteam,4.2,B
2024,uae,Nuclear,5.6,B
2024,uae,PV,0.009218555832902953,B
2024,uae,CSP,0.05,B
2024,uae,Cogen,20.57,B
2024,qat,Steam,1.1291320664068696,B
2024,qat,GT,1.7685146637938072,B
2024,qat,CC,3.8969260343221235,B
2024,qat,CCcon,0.13125,B
2024,qat,Cogen,7.796,B
2024,kuw,PV,0.009218555832902953,B
2024,kuw,Cogen,28.998719581590468,B
2024,bah,Steam,1.302,B
2024,bah,GT,1.629,B
2024,bah,CC,1.94,B
2024,bah,Cogen,0.28200000000000003,B
